ID_TRANSACC,ID_ORIG,ID_DEST,MONTO,FECHA_HORA,ESTADO
3254,102085,105285,702.5,2024-08-04 16:50:34,Confirmada
3255,104848,104798,1250.43,2025-02-05 07:41:34,Confirmada
3256,101539,100488,233.65,2025-03-26 06:24:34,Rechazada
3257,104221,101561,1543.11,2025-02-21 17:29:34,Confirmada
3258,104786,102211,208.51,2024-09-12 14:37:34,Confirmada
3259,104280,101771,407.71,2024-10-03 18:16:34,Confirmada
3260,104278,105461,1492.65,2024-05-29 04:21:34,Confirmada
3261,102757,100325,902.46,2024-12-24 07:01:34,Confirmada
3262,102603,101233,1954.34,2024-07-11 02:56:34,Confirmada
3263,101329,105623,1103.77,2024-08-21 08:55:34,Confirmada
3264,101671,105122,674.97,2024-07-21 00:36:34,Confirmada
3265,105370,100768,40.29,2024-08-31 11:44:34,Confirmada
3266,102148,101685,1780.31,2025-01-31 15:50:34,Confirmada
3267,102110,103635,272.29,2024-11-19 06:28:34,Confirmada
3268,105288,105325,426.32,2025-02-18 01:00:34,Confirmada
3269,100088,102812,564.94,2024-07-15 14:03:34,Confirmada
3270,105065,105245,738.39,2025-04-22 20:05:34,Pendiente
3271,103088,103136,1451.58,2025-02-19 05:14:34,Pendiente
3272,101163,100154,1566.15,2024-10-17 01:02:34,Confirmada
3273,100337,101792,932.78,2024-12-14 11:18:34,Confirmada
3274,104461,101010,1430.25,2025-02-07 04:32:34,Confirmada
3275,100515,104945,16.08,2025-02-20 00:14:34,Confirmada
3276,104173,104183,1389.97,2024-08-05 19:37:34,Pendiente
3277,103961,102322,948.82,2025-05-17 17:42:34,Pendiente
3278,100342,100633,1538.23,2024-06-12 13:51:34,Confirmada
3279,103900,100228,1379.65,2024-08-02 08:48:34,Pendiente
3280,105750,105202,1704.08,2024-10-23 01:13:34,Confirmada
3281,103427,104951,1350.14,2025-03-22 00:30:34,Confirmada
3282,105171,100078,1780.09,2025-01-20 21:50:34,Confirmada
3283,104709,101502,559.06,2024-09-03 14:05:34,Rechazada
3284,101812,101691,1168.22,2025-03-14 11:44:34,Confirmada
3285,101970,105350,705.01,2024-08-26 18:41:34,Confirmada
3286,105200,101240,743.55,2024-10-20 03:04:34,Rechazada
3287,102731,105608,1079.34,2024-08-27 10:04:34,Pendiente
3288,104630,100468,187.54,2024-10-31 01:01:34,Confirmada
3289,103768,101402,798.34,2024-12-15 01:57:34,Confirmada
3290,100483,100885,3.83,2024-10-01 18:21:34,Confirmada
3291,101975,104120,1018.83,2025-01-13 16:55:34,Confirmada
3292,100019,103148,40.38,2024-09-01 05:49:34,Confirmada
3293,103682,104865,1117.93,2024-07-03 08:48:34,Confirmada
3294,100951,102843,49.85,2024-09-30 23:10:34,Confirmada
3295,100862,105707,312.83,2024-12-28 19:46:34,Confirmada
3296,102950,105272,1650.56,2025-03-21 04:29:34,Pendiente
3297,103632,103954,861.92,2024-10-08 11:29:34,Confirmada
3298,103247,101402,1007.46,2025-02-20 22:32:34,Confirmada
3299,103200,101997,468.34,2024-12-02 00:01:34,Confirmada
3300,103427,104846,1822.25,2024-08-31 01:22:34,Pendiente
3301,104765,100456,1467.29,2025-01-18 21:15:34,Confirmada
3302,103212,103503,1747.09,2024-12-02 05:46:34,Confirmada
3303,103411,102977,1056.77,2024-11-19 06:20:34,Confirmada
3304,100224,100616,1159.98,2024-07-20 06:48:34,Confirmada
3305,105619,105676,1914.96,2025-02-09 23:39:34,Confirmada
3306,100973,102577,1519.92,2025-01-02 19:12:34,Pendiente
3307,103898,101293,436.12,2024-11-25 07:54:34,Pendiente
3308,105141,100786,1403.16,2024-12-02 08:54:34,Confirmada
3309,102492,100161,1609.99,2025-03-22 07:53:34,Confirmada
3310,102635,104290,792.66,2025-05-15 11:50:34,Confirmada
3311,104622,101502,197.59,2025-01-11 12:20:34,Confirmada
3312,103071,103500,879.74,2025-04-29 19:11:34,Pendiente
3313,105715,103283,523.55,2025-01-22 19:51:34,Pendiente
3314,105511,103514,1721.84,2024-12-08 11:29:34,Confirmada
3315,101810,100414,51.02,2025-04-20 02:55:34,Confirmada
3316,105730,101902,203.11,2024-12-24 10:09:34,Pendiente
3317,102945,104459,1710.71,2025-05-04 11:45:34,Confirmada
3318,104788,102163,1294.03,2025-03-31 21:28:34,Confirmada
3319,106028,100491,676.51,2024-08-08 04:42:34,Pendiente
3320,100255,103951,1579.55,2025-02-10 18:54:34,Confirmada
3321,103883,101688,1372.15,2025-05-03 08:18:34,Confirmada
3322,103994,101499,349.51,2024-12-01 16:54:34,Confirmada
3323,103271,105741,934.68,2024-10-23 03:22:34,Confirmada
3324,100437,105757,127.99,2025-04-01 19:40:34,Pendiente
3325,101091,102866,1612.68,2024-05-25 23:38:34,Confirmada
3326,103292,101782,1062.09,2024-06-02 21:42:34,Confirmada
3327,102899,104829,508.83,2024-10-12 18:49:34,Confirmada
3328,105692,101612,1400.59,2024-10-04 13:12:34,Rechazada
3329,102733,101531,441.43,2025-02-14 19:38:34,Pendiente
3330,103658,102753,998.29,2024-06-25 12:09:34,Confirmada
3331,101709,103371,742.85,2024-08-04 09:40:34,Confirmada
3332,105396,100761,1787.64,2025-03-16 17:58:34,Confirmada
3333,100433,100456,1756.59,2024-11-15 20:54:34,Confirmada
3334,101459,100022,1355.43,2024-11-14 17:54:34,Rechazada
3335,102393,100098,232.62,2024-09-06 14:54:34,Pendiente
3336,104400,103150,764.5,2025-01-29 06:06:34,Confirmada
3337,101272,101370,291.79,2024-12-24 22:25:34,Confirmada
3338,100979,100015,206.53,2024-08-12 15:55:34,Rechazada
3339,100632,105589,524.26,2025-05-05 13:12:34,Pendiente
3340,105297,105548,1462.88,2024-07-22 01:18:34,Confirmada
3341,102507,104114,1297.99,2025-01-29 04:03:34,Confirmada
3342,103875,102051,511.09,2025-03-08 19:58:34,Confirmada
3343,102198,100670,1901.06,2025-04-07 10:30:34,Pendiente
3344,100191,103619,608.85,2024-12-02 02:13:34,Confirmada
3345,105177,100442,1418.56,2025-01-17 15:49:34,Confirmada
3346,105327,101925,1359.22,2024-11-03 08:51:34,Confirmada
3347,100899,103854,1105.86,2024-08-18 08:35:34,Rechazada
3348,102183,102104,1009.9,2024-10-08 00:10:34,Pendiente
3349,104054,101145,642.13,2024-07-16 18:20:34,Confirmada
3350,103248,105640,1268.54,2025-02-04 11:51:34,Confirmada
3351,103042,105173,1922.26,2024-08-09 10:43:34,Confirmada
3352,101012,102389,1743.42,2025-02-27 09:27:34,Confirmada
3353,101518,106004,110.16,2024-06-05 10:45:34,Confirmada
3354,103069,104733,1114.63,2024-07-18 11:05:34,Confirmada
3355,100885,102616,447.38,2025-04-03 13:23:34,Pendiente
3356,103029,102532,164.91,2025-04-25 20:51:34,Rechazada
3357,104174,102787,1274.97,2025-04-29 10:34:34,Confirmada
3358,104018,100403,650.98,2024-07-23 10:55:34,Confirmada
3359,105103,102323,381.2,2024-10-23 05:02:34,Confirmada
3360,100226,105571,1087.57,2024-12-15 14:13:34,Confirmada
3361,102088,104474,1634.16,2024-07-03 19:04:34,Confirmada
3362,103136,104725,6.26,2025-03-26 12:15:34,Confirmada
3363,104831,103944,322.15,2024-07-29 19:09:34,Pendiente
3364,103561,101212,469.44,2024-08-14 06:17:34,Confirmada
3365,101537,100048,1824.83,2025-05-05 19:15:34,Rechazada
3366,102733,100336,546.96,2024-08-05 08:57:34,Confirmada
3367,103128,103281,762.78,2025-03-27 02:41:34,Pendiente
3368,102842,101393,908.8,2024-08-07 23:36:34,Confirmada
3369,103149,101859,345.11,2025-02-14 09:30:34,Confirmada
3370,103218,103038,525.8,2025-04-14 03:04:34,Rechazada
3371,100983,100501,902.34,2024-09-30 13:06:34,Pendiente
3372,100661,100368,1032.87,2025-01-14 21:06:34,Confirmada
3373,100585,105942,219.34,2024-09-24 23:47:34,Confirmada
3374,101533,104309,58.5,2024-11-12 08:02:34,Rechazada
3375,102935,105804,588.63,2024-12-12 21:52:34,Pendiente
3376,100854,100190,51.77,2024-06-26 14:56:34,Confirmada
3377,105651,101210,1078.95,2024-10-15 00:17:34,Rechazada
3378,102282,101986,1229.59,2025-03-07 12:53:34,Confirmada
3379,103745,103790,1196.7,2025-02-13 13:00:34,Pendiente
3380,103247,104957,475.55,2024-07-14 19:32:34,Confirmada
3381,100853,103931,868.01,2024-08-18 03:22:34,Confirmada
3382,105669,101543,1569.34,2024-08-16 20:44:34,Confirmada
3383,104077,101851,797.55,2024-10-30 17:52:34,Rechazada
3384,102974,102698,738.87,2025-01-28 22:40:34,Pendiente
3385,105832,104646,302.8,2024-11-08 19:59:34,Rechazada
3386,104607,103018,1096.63,2024-11-08 15:17:34,Confirmada
3387,100094,100398,140.32,2024-07-19 11:54:34,Rechazada
3388,101013,104700,780.03,2025-01-19 23:39:34,Rechazada
3389,104274,105860,1420.18,2025-01-09 03:43:34,Confirmada
3390,102010,101002,190.82,2025-04-02 11:54:34,Confirmada
3391,103355,100761,517.32,2024-10-17 13:55:34,Confirmada
3392,105131,101406,1587.0,2024-11-19 03:00:34,Rechazada
3393,105856,104076,676.45,2025-05-19 23:44:34,Confirmada
3394,104837,105801,1399.09,2024-11-23 01:46:34,Confirmada
3395,103659,102780,4.73,2025-03-31 16:38:34,Confirmada
3396,104850,102919,704.44,2024-09-27 10:38:34,Confirmada
3397,105490,103784,341.97,2024-07-03 07:56:34,Pendiente
3398,103061,101731,1734.62,2025-04-05 21:04:34,Confirmada
3399,105730,103947,1896.23,2025-03-16 11:18:34,Confirmada
3400,102273,105662,1477.18,2024-09-23 17:37:34,Confirmada
3401,102120,100589,1801.24,2025-05-20 15:35:34,Confirmada
3402,104976,104834,757.89,2024-08-18 04:26:34,Rechazada
3403,101060,104992,801.17,2024-11-18 13:45:34,Confirmada
3404,100106,104238,1327.44,2024-10-29 07:09:34,Pendiente
3405,104174,105251,508.91,2025-03-01 12:18:34,Confirmada
3406,101101,101652,1581.41,2025-05-13 19:05:34,Confirmada
3407,105715,105108,1303.01,2024-09-19 05:21:34,Confirmada
3408,104199,103288,1641.81,2024-09-08 02:58:34,Confirmada
3409,103085,100064,659.68,2024-11-17 22:40:34,Confirmada
3410,101752,102501,1876.41,2024-09-09 11:50:34,Rechazada
3411,102647,105770,514.81,2024-08-19 08:11:34,Confirmada
3412,101292,103797,161.53,2024-07-06 22:33:34,Confirmada
3413,103803,102958,1283.05,2024-09-26 22:43:34,Pendiente
3414,101641,105402,1522.24,2024-12-28 17:05:34,Confirmada
3415,101782,103225,1391.4,2025-02-28 17:34:34,Confirmada
3416,101338,105874,646.1,2024-07-16 17:37:34,Confirmada
3417,105938,103978,1609.26,2025-04-21 13:38:34,Confirmada
3418,104258,101588,159.04,2024-12-07 02:25:34,Confirmada
3419,101674,101968,833.37,2024-10-29 14:22:34,Confirmada
3420,102046,104305,152.35,2024-07-29 01:24:34,Confirmada
3421,105407,102882,1473.54,2025-01-25 19:22:34,Confirmada
3422,105975,103648,785.0,2024-12-01 13:05:34,Confirmada
3423,100298,104011,1723.96,2025-01-16 19:20:34,Confirmada
3424,103816,105977,1053.71,2025-01-12 02:04:34,Confirmada
3425,105882,105540,1756.43,2025-02-21 09:38:34,Confirmada
3426,104133,105915,1188.52,2024-07-17 23:35:34,Confirmada
3427,100320,105480,706.64,2024-10-02 19:54:34,Confirmada
3428,100710,103039,1122.42,2024-11-15 15:00:34,Confirmada
3429,105355,101103,1582.99,2025-03-20 22:01:34,Confirmada
3430,102838,104260,1987.96,2025-05-18 23:22:34,Confirmada
3431,102443,103990,167.67,2024-06-13 16:31:34,Confirmada
3432,104227,105645,1334.79,2025-03-19 15:46:34,Confirmada
3433,104888,101178,724.23,2025-04-12 22:09:34,Confirmada
3434,100289,104544,202.34,2024-09-01 23:03:34,Confirmada
3435,105454,105806,806.69,2025-05-19 10:19:34,Rechazada
3436,101971,104724,1831.93,2024-06-11 13:23:34,Confirmada
3437,104027,102208,413.74,2024-09-21 01:48:34,Confirmada
3438,100344,104706,423.37,2024-07-04 03:14:34,Confirmada
3439,102367,104476,271.7,2024-08-18 22:06:34,Rechazada
3440,100903,101653,138.23,2024-06-15 13:49:34,Confirmada
3441,100435,101637,1940.96,2024-09-10 19:15:34,Confirmada
3442,104003,101205,1954.37,2024-12-13 17:27:34,Confirmada
3443,104290,102702,402.89,2025-04-02 19:21:34,Confirmada
3444,105988,105306,1885.21,2025-03-17 12:30:34,Confirmada
3445,105380,104653,872.52,2024-11-08 11:58:34,Confirmada
3446,101102,103640,1401.55,2024-11-30 01:29:34,Confirmada
3447,105322,105858,576.12,2024-06-23 19:01:34,Pendiente
3448,104848,101765,1889.23,2024-08-20 08:10:34,Confirmada
3449,100477,103991,506.91,2024-07-31 14:54:34,Confirmada
3450,105826,104796,1583.03,2025-02-02 03:01:34,Confirmada
3451,104658,106004,1372.81,2024-10-24 15:28:34,Confirmada
3452,103094,103322,1326.01,2025-02-16 06:13:34,Rechazada
3453,100520,101580,1706.6,2024-07-17 16:13:34,Confirmada
3454,105540,100321,1016.21,2024-07-26 11:33:34,Confirmada
3455,102964,102041,1720.56,2025-05-13 08:27:34,Pendiente
3456,104559,100783,749.13,2024-10-06 02:32:34,Rechazada
3457,101937,105621,566.69,2025-05-07 05:44:34,Confirmada
3458,101935,100568,673.67,2024-09-08 09:14:34,Rechazada
3459,105447,105900,859.6,2025-03-04 19:48:34,Rechazada
3460,102743,103066,130.04,2024-07-31 02:11:34,Confirmada
3461,101679,105079,1419.07,2025-03-28 01:32:34,Confirmada
3462,103120,104307,168.47,2024-08-26 23:33:34,Confirmada
3463,104009,102584,1960.61,2024-12-03 18:02:34,Confirmada
3464,103585,104889,368.84,2024-08-02 06:07:34,Confirmada
3465,103533,101905,1953.03,2025-04-06 06:45:34,Confirmada
3466,104797,105949,1423.27,2024-08-27 17:29:34,Confirmada
3467,104603,105817,292.86,2024-09-10 04:10:34,Rechazada
3468,102760,104453,1055.04,2024-06-16 10:50:34,Confirmada
3469,103873,103365,1609.03,2024-11-11 00:44:34,Confirmada
3470,103881,103050,1653.94,2025-04-26 17:33:34,Confirmada
3471,103967,103814,933.51,2024-05-29 10:46:34,Confirmada
3472,103958,100886,1263.35,2025-01-04 09:59:34,Confirmada
3473,106048,100355,1727.46,2025-01-24 02:53:34,Confirmada
3474,103354,100338,560.81,2024-09-14 12:19:34,Confirmada
3475,100931,103054,1293.73,2024-08-01 06:13:34,Confirmada
3476,101592,104759,224.81,2025-02-09 12:20:34,Pendiente
3477,104563,100289,1239.51,2025-01-25 16:28:34,Confirmada
3478,104756,105926,192.48,2024-09-05 01:40:34,Pendiente
3479,104839,101233,38.74,2024-11-23 18:35:34,Confirmada
3480,100171,104413,978.36,2024-10-17 01:30:34,Pendiente
3481,102840,102910,1963.79,2025-01-23 17:58:34,Confirmada
3482,105947,104267,465.83,2025-03-26 09:09:34,Rechazada
3483,105215,102832,987.89,2024-12-04 10:16:34,Confirmada
3484,104385,100926,277.85,2024-09-01 17:23:34,Rechazada
3485,104771,103653,1486.85,2024-08-22 23:10:34,Pendiente
3486,103935,103749,377.43,2024-07-24 09:15:34,Confirmada
3487,105570,101830,910.11,2025-02-17 03:42:34,Pendiente
3488,105289,101988,448.73,2025-03-21 22:32:34,Confirmada
3489,103596,104054,400.23,2025-01-22 00:19:34,Confirmada
3490,104307,100581,1224.22,2024-09-08 21:11:34,Confirmada
3491,105072,105386,289.89,2024-12-26 19:39:34,Confirmada
3492,103765,104737,1420.09,2024-08-24 01:02:34,Confirmada
3493,103842,104774,1239.9,2024-12-17 03:17:34,Confirmada
3494,103476,102357,407.44,2024-09-18 04:19:34,Confirmada
3495,105307,104888,1944.34,2024-12-02 11:52:34,Pendiente
3496,102193,105357,1034.45,2024-10-08 20:09:34,Rechazada
3497,105228,106045,494.18,2025-04-17 14:02:34,Confirmada
3498,104081,102589,579.34,2024-12-27 06:59:34,Confirmada
3499,105368,105301,762.71,2024-12-23 10:21:34,Pendiente
3500,104329,102156,1449.71,2024-10-14 22:05:34,Pendiente
3501,102977,103154,1515.91,2024-07-29 23:00:34,Confirmada
3502,100047,102682,875.1,2024-07-16 19:24:34,Confirmada
3503,105671,102602,965.14,2025-01-04 21:19:34,Confirmada
3504,101360,102265,1556.95,2024-10-14 09:21:34,Confirmada
3505,100228,104621,1051.68,2025-03-01 14:20:34,Confirmada
3506,100934,100253,1139.93,2024-08-18 10:09:34,Rechazada
3507,101777,105583,1702.77,2024-09-29 02:35:34,Confirmada
3508,105636,105560,858.14,2025-02-08 16:38:34,Pendiente
3509,105653,101697,220.98,2025-01-23 22:55:34,Confirmada
3510,101801,103731,1918.52,2024-11-15 18:57:34,Confirmada
3511,100980,100892,1204.2,2024-12-17 11:00:34,Pendiente
3512,101616,101503,1245.65,2025-04-16 06:46:34,Pendiente
3513,100184,100192,370.04,2025-04-11 09:13:34,Rechazada
3514,105614,102464,645.8,2024-12-07 06:28:34,Confirmada
3515,104173,101833,1954.49,2025-03-31 09:35:34,Confirmada
3516,105053,104663,1557.82,2024-09-03 11:24:34,Confirmada
3517,105330,101504,1099.74,2024-11-11 20:11:34,Confirmada
3518,100488,101530,317.38,2025-02-07 17:34:34,Confirmada
3519,103486,103503,1547.44,2025-04-14 07:48:34,Pendiente
3520,103606,105188,13.62,2024-05-28 07:07:34,Pendiente
3521,103073,101207,397.97,2025-04-02 21:19:34,Confirmada
3522,100161,102652,329.79,2024-06-25 21:41:34,Confirmada
3523,104994,102479,1535.97,2024-08-07 07:08:34,Rechazada
3524,105302,104634,1171.32,2024-05-28 23:49:34,Confirmada
3525,105531,101062,882.31,2025-04-30 18:08:34,Confirmada
3526,103894,103062,584.57,2024-09-05 21:35:34,Confirmada
3527,100104,105415,379.77,2025-05-05 16:17:34,Confirmada
3528,102029,102412,1033.91,2025-03-12 15:56:34,Rechazada
3529,105337,103638,1764.67,2025-03-29 14:33:34,Rechazada
3530,103214,100325,498.0,2024-09-23 23:51:34,Confirmada
3531,102405,102875,1027.29,2024-10-23 14:43:34,Confirmada
3532,104737,103835,376.16,2025-04-21 02:40:34,Confirmada
3533,105317,102903,735.45,2025-04-08 07:36:34,Pendiente
3534,105520,100614,1859.67,2025-01-18 09:30:34,Confirmada
3535,103119,104967,163.04,2024-05-25 06:15:34,Confirmada
3536,100636,104138,137.63,2024-08-28 22:10:34,Rechazada
3537,100723,100908,1566.64,2025-05-18 06:38:34,Confirmada
3538,105573,104817,302.93,2025-04-28 19:51:34,Confirmada
3539,104969,105626,1397.37,2024-10-12 02:31:34,Confirmada
3540,102004,103080,1594.13,2024-05-26 16:23:34,Confirmada
3541,102966,100858,1781.91,2025-04-13 05:34:34,Rechazada
3542,102811,104753,1507.75,2024-08-11 07:48:34,Confirmada
3543,100292,102367,289.68,2025-02-07 00:56:34,Pendiente
3544,102595,100658,1280.47,2024-09-13 10:30:34,Confirmada
3545,102231,104187,659.78,2024-09-29 16:20:34,Confirmada
3546,102692,104407,1781.63,2024-11-08 00:38:34,Confirmada
3547,104077,103724,1129.73,2024-06-19 11:30:34,Rechazada
3548,103888,102032,958.58,2025-02-14 16:39:34,Confirmada
3549,100489,102800,1686.2,2024-10-30 12:58:34,Confirmada
3550,102001,101991,316.63,2024-08-25 17:39:34,Confirmada
3551,100435,100778,1077.65,2024-08-11 13:33:34,Pendiente
3552,104510,101356,1652.28,2024-08-07 19:04:34,Confirmada
3553,101347,103467,715.24,2024-10-03 18:19:34,Confirmada
3554,104151,102935,1600.68,2025-02-02 05:35:34,Pendiente
3555,100829,103971,1148.47,2024-09-02 12:27:34,Pendiente
3556,102133,105230,1181.13,2024-12-13 17:14:34,Confirmada
3557,103799,103407,565.76,2024-08-23 10:13:34,Confirmada
3558,105489,101922,480.34,2024-07-28 17:10:34,Confirmada
3559,101469,103903,1803.11,2024-08-23 10:07:34,Confirmada
3560,102353,100158,1944.9,2024-10-19 06:12:34,Confirmada
3561,101953,105923,181.71,2024-10-23 09:10:34,Confirmada
3562,105653,101467,1174.06,2024-09-18 11:40:34,Pendiente
3563,101737,103609,162.8,2024-10-30 13:40:34,Pendiente
3564,104572,104518,801.36,2025-04-01 12:55:34,Rechazada
3565,104825,100974,964.4,2024-08-08 04:12:34,Pendiente
3566,105918,102941,1556.92,2024-07-05 05:04:34,Pendiente
3567,105220,102859,1150.6,2025-03-14 20:05:34,Confirmada
3568,105763,103105,1038.07,2025-03-01 16:08:34,Confirmada
3569,101134,102601,1488.98,2025-04-23 18:55:34,Confirmada
3570,104710,103171,1936.7,2025-04-20 02:45:34,Confirmada
3571,103923,104780,1843.33,2024-06-10 08:06:34,Confirmada
3572,100886,102860,1043.95,2024-11-03 03:56:34,Confirmada
3573,101167,105760,1486.47,2025-05-05 22:30:34,Pendiente
3574,101394,102760,626.65,2025-05-05 08:34:34,Confirmada
3575,100427,104576,827.6,2024-07-07 17:46:34,Confirmada
3576,104982,104972,1054.28,2025-04-17 22:37:34,Rechazada
3577,102749,100360,513.02,2024-10-23 13:58:34,Pendiente
3578,104866,101968,1912.82,2024-06-12 05:44:34,Confirmada
3579,103776,104680,781.04,2024-11-23 04:45:34,Confirmada
3580,104509,104770,103.18,2025-03-12 15:01:34,Confirmada
3581,104033,105251,382.78,2025-01-14 08:30:34,Confirmada
3582,103709,103874,944.37,2025-01-13 14:46:34,Confirmada
3583,103191,101920,220.12,2024-08-29 07:41:34,Confirmada
3584,101592,100102,496.79,2024-09-16 16:07:34,Confirmada
3585,105584,102305,1986.95,2024-07-28 04:05:34,Rechazada
3586,103284,100818,119.86,2024-12-16 15:04:34,Confirmada
3587,103654,105268,1345.2,2024-08-29 10:15:34,Confirmada
3588,104521,101196,151.08,2025-05-01 02:05:34,Confirmada
3589,104662,105708,192.88,2024-12-04 12:14:34,Confirmada
3590,101577,104696,706.65,2025-03-10 13:38:34,Confirmada
3591,102835,104997,728.2,2024-11-03 20:47:34,Confirmada
3592,104419,100702,681.96,2025-02-05 10:51:34,Confirmada
3593,100500,104142,1179.14,2024-12-05 15:29:34,Confirmada
3594,103818,100995,1839.11,2024-07-19 00:47:34,Confirmada
3595,101171,104384,358.25,2025-02-24 22:50:34,Confirmada
3596,104466,104482,143.07,2024-12-28 00:50:34,Confirmada
3597,103036,102731,1066.69,2024-12-23 23:44:34,Confirmada
3598,104703,100557,724.3,2024-09-14 15:03:34,Confirmada
3599,101836,100378,735.78,2025-03-10 20:00:34,Confirmada
3600,105423,102109,758.37,2025-01-09 22:27:34,Confirmada
3601,103716,102122,1408.58,2025-04-26 22:38:34,Confirmada
3602,101272,101139,1668.03,2024-06-19 11:30:34,Confirmada
3603,103584,104576,488.58,2025-03-09 19:47:34,Confirmada
3604,102242,104577,244.73,2024-06-20 02:23:34,Confirmada
3605,101859,104757,1563.57,2024-12-26 15:35:34,Confirmada
3606,105674,101434,105.44,2024-09-04 22:41:34,Confirmada
3607,101293,105696,1568.9,2024-10-27 10:29:34,Pendiente
3608,100917,101517,67.4,2024-07-24 16:33:34,Pendiente
3609,101454,102883,772.11,2024-05-28 23:21:34,Confirmada
3610,100841,102332,1458.3,2025-03-27 11:09:34,Confirmada
3611,103856,101481,542.38,2024-09-28 22:12:34,Confirmada
3612,105070,103141,355.45,2024-12-10 20:31:34,Rechazada
3613,103071,104779,1514.81,2024-12-09 15:26:34,Confirmada
3614,101890,105811,1359.2,2025-03-17 08:57:34,Pendiente
3615,101403,104833,1938.49,2024-12-07 11:05:34,Rechazada
3616,102699,103658,1696.73,2024-12-12 06:12:34,Confirmada
3617,104579,104719,172.13,2025-01-22 17:41:34,Rechazada
3618,103552,101711,258.41,2024-12-06 08:21:34,Confirmada
3619,101169,105882,102.65,2025-01-28 18:02:34,Pendiente
3620,105507,102081,85.94,2025-02-18 21:35:34,Confirmada
3621,101813,100060,621.28,2024-12-27 21:55:34,Confirmada
3622,101049,102869,1294.81,2025-04-13 00:23:34,Confirmada
3623,104518,103362,849.75,2025-03-19 15:40:34,Confirmada
3624,101128,103240,1260.31,2025-03-30 13:52:34,Confirmada
3625,102234,100810,1320.9,2024-06-14 23:38:34,Confirmada
3626,104164,103306,1381.87,2025-01-09 07:20:34,Confirmada
3627,105626,101494,1850.62,2025-02-02 20:34:34,Confirmada
3628,105664,103121,476.42,2024-06-17 11:16:34,Confirmada
3629,105941,103822,805.35,2025-04-29 07:05:34,Confirmada
3630,103127,100490,1045.9,2025-01-17 13:18:34,Confirmada
3631,102694,105178,319.38,2024-06-21 07:30:34,Confirmada
3632,104871,101372,867.12,2025-02-09 01:26:34,Rechazada
3633,101809,105221,1566.0,2024-10-25 05:38:34,Confirmada
3634,104920,100492,380.2,2024-11-29 13:26:34,Confirmada
3635,103548,105947,1270.12,2024-07-06 12:13:34,Confirmada
3636,101139,102170,1203.97,2025-03-30 05:20:34,Confirmada
3637,102865,105107,1294.61,2024-08-09 00:12:34,Confirmada
3638,104838,100480,1291.53,2025-01-27 04:24:34,Confirmada
3639,101068,105735,1765.81,2024-11-17 23:08:34,Confirmada
3640,101245,103306,1190.34,2025-03-20 14:36:34,Confirmada
3641,105448,102849,734.05,2024-09-19 10:12:34,Confirmada
3642,100059,104352,1451.02,2024-08-15 12:38:34,Confirmada
3643,101669,100426,906.73,2025-02-24 08:58:34,Confirmada
3644,100946,102073,107.98,2024-10-01 08:11:34,Pendiente
3645,105282,103742,1926.03,2024-11-27 10:52:34,Confirmada
3646,104860,104989,345.66,2024-09-10 12:22:34,Confirmada
3647,104863,105772,18.34,2024-10-23 02:53:34,Pendiente
3648,106045,100244,924.07,2025-04-24 05:06:34,Pendiente
3649,104681,105650,397.16,2024-06-27 03:37:34,Confirmada
3650,105562,101988,966.99,2024-11-09 00:42:34,Confirmada
3651,100091,104586,131.6,2024-10-20 02:08:34,Confirmada
3652,104602,105981,978.77,2025-05-16 09:49:34,Confirmada
3653,104483,104011,1692.3,2025-05-20 01:21:34,Confirmada
3654,104871,101528,1821.47,2025-05-04 06:47:34,Confirmada
3655,103166,105068,789.46,2025-05-19 23:57:34,Pendiente
3656,103635,104877,1522.64,2025-03-31 19:27:34,Pendiente
3657,102198,100454,362.31,2024-12-23 19:25:34,Confirmada
3658,105882,101379,29.13,2024-07-26 05:22:34,Rechazada
3659,104351,104004,382.42,2024-09-21 11:13:34,Confirmada
3660,104866,101060,1559.99,2024-09-12 14:07:34,Confirmada
3661,104825,104995,1586.13,2024-12-08 21:03:34,Confirmada
3662,103312,101757,193.1,2025-05-22 04:29:34,Confirmada
3663,101335,103735,1352.54,2024-12-02 09:02:34,Confirmada
3664,103506,104532,79.1,2025-01-14 03:21:34,Pendiente
3665,100034,102332,1898.87,2024-12-01 04:53:34,Confirmada
3666,102452,105275,699.11,2024-09-05 19:55:34,Confirmada
3667,102335,101056,1726.52,2024-06-13 05:18:34,Confirmada
3668,101770,100460,1356.68,2025-03-05 17:05:34,Rechazada
3669,105000,102405,811.83,2024-08-28 20:46:34,Confirmada
3670,102393,102625,120.09,2024-08-06 10:34:34,Confirmada
3671,101793,103502,155.41,2025-01-14 11:21:34,Confirmada
3672,104591,101342,1198.39,2024-12-22 08:25:34,Confirmada
3673,105622,102881,961.58,2025-03-12 17:42:34,Confirmada
3674,104884,100293,1374.89,2025-02-10 12:08:34,Confirmada
3675,104833,105742,1263.56,2024-09-02 18:17:34,Confirmada
3676,103336,101260,935.0,2024-10-04 17:21:34,Confirmada
3677,105527,103123,1938.52,2025-02-19 02:52:34,Confirmada
3678,104377,102874,869.38,2024-08-20 08:00:34,Pendiente
3679,103455,105253,1559.26,2024-06-24 02:37:34,Confirmada
3680,103761,104264,240.65,2024-10-08 01:34:34,Rechazada
3681,100344,100810,785.61,2024-10-17 22:23:34,Confirmada
3682,103641,100231,92.6,2025-05-01 02:04:34,Pendiente
